latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
27.29284,-80.47982,307.45,0.47,0.64,2022-09-07,0618,N,nominal,2.0NRT,291.83,1.68,N
27.29068,-80.48016,307.74,0.47,0.64,2022-09-07,0618,N,nominal,2.0NRT,291.91,0.91,N
23.15215,-81.8821,304.54,0.52,0.67,2022-09-07,0620,N,nominal,2.0NRT,286.7,1.63,N
23.09076,-81.27098,314.68,0.47,0.64,2022-09-07,0620,N,nominal,2.0NRT,287.51,2.27,N
19.79117,-71.51662,345.14,0.39,0.36,2022-09-07,0620,N,nominal,2.0NRT,294.21,6.69,N
18.92697,-70.35255,333.67,0.38,0.36,2022-09-07,0620,N,nominal,2.0NRT,293.12,3.65,N
18.92754,-70.35619,306.64,0.38,0.36,2022-09-07,0620,N,nominal,2.0NRT,290.15,2.14,N
18.92366,-70.35316,302.38,0.38,0.36,2022-09-07,0620,N,nominal,2.0NRT,289.09,1.1,N
18.31692,-71.22997,308.12,0.38,0.36,2022-09-07,0620,N,nominal,2.0NRT,292.19,1.39,N
48.53582,-71.74992,295.02,0.5,0.49,2022-09-07,0612,N,nominal,2.0NRT,280.28,0.62,N
46.75794,-71.19341,295.94,0.45,0.47,2022-09-07,0612,N,nominal,2.0NRT,285.9,0.79,N
46.04177,-73.1475,296.95,0.55,0.51,2022-09-07,0612,N,nominal,2.0NRT,286.91,2.6,N
46.04133,-73.14018,296.53,0.55,0.51,2022-09-07,0612,N,nominal,2.0NRT,286.32,1.36,N
46.04637,-73.1459,299.5,0.55,0.51,2022-09-07,0612,N,nominal,2.0NRT,288.32,1.37,N
46.04161,-73.1465,300.48,0.55,0.51,2022-09-07,0612,N,nominal,2.0NRT,286.8,1.37,N
45.27873,-66.01819,313.5,0.42,0.38,2022-09-07,0612,N,nominal,2.0NRT,284.6,1.83,N
45.83747,-73.25316,309.97,0.56,0.51,2022-09-07,0612,N,nominal,2.0NRT,287.13,2.43,N
45.83784,-73.25385,311.56,0.55,0.51,2022-09-07,0612,N,nominal,2.0NRT,286.93,2.11,N
45.61974,-71.60663,297.36,0.46,0.47,2022-09-07,0612,N,nominal,2.0NRT,283.81,0.82,N
45.62049,-71.60641,297.94,0.46,0.47,2022-09-07,0612,N,nominal,2.0NRT,283.83,0.78,N
45.11259,-73.01261,300.98,0.53,0.5,2022-09-07,0614,N,nominal,2.0NRT,286.27,0.92,N
42.94111,-82.4202,298.41,0.75,0.77,2022-09-07,0614,N,nominal,2.0NRT,285.82,1.67,N
41.45619,-81.68393,305.5,0.68,0.74,2022-09-07,0614,N,nominal,2.0NRT,284.28,3.22,N
41.45617,-81.67513,296.52,0.68,0.74,2022-09-07,0614,N,nominal,2.0NRT,283.94,1.73,N
41.45837,-81.68327,305.04,0.68,0.74,2022-09-07,0614,N,nominal,2.0NRT,284.21,1.4,N
41.4583,-81.67446,297.27,0.68,0.74,2022-09-07,0614,N,nominal,2.0NRT,283.56,1.4,N
40.75577,-81.43567,296,0.66,0.73,2022-09-07,0614,N,nominal,2.0NRT,282.38,1.22,N
40.75557,-81.43347,295.64,0.66,0.73,2022-09-07,0614,N,nominal,2.0NRT,282.7,1.11,N
38.77808,-79.39491,302.44,0.5,0.66,2022-09-07,0614,N,nominal,2.0NRT,282.83,1.65,N
38.59961,-82.82928,295.55,0.76,0.77,2022-09-07,0614,N,nominal,2.0NRT,278.38,0.89,N
38.59916,-82.83311,295.12,0.76,0.77,2022-09-07,0614,N,nominal,2.0NRT,278.56,0.81,N
38.37834,-78.8858,301.36,0.47,0.64,2022-09-07,0614,N,nominal,2.0NRT,283.93,1.19,N
36.35722,-76.80712,336.12,0.35,0.56,2022-09-07,0616,N,nominal,2.0NRT,288.62,2.18,N
36.35196,-76.80763,304.39,0.35,0.56,2022-09-07,0616,N,nominal,2.0NRT,288.24,2.18,N
36.06726,-77.82253,300.74,0.39,0.6,2022-09-07,0616,N,nominal,2.0NRT,276.04,0.81,N
35.71618,-78.31821,303.19,0.42,0.61,2022-09-07,0616,N,nominal,2.0NRT,288.02,0.61,N
35.50716,-80.33333,299.86,0.54,0.68,2022-09-07,0616,N,nominal,2.0NRT,286.42,0.69,N
35.50084,-80.33381,301.1,0.54,0.68,2022-09-07,0616,N,nominal,2.0NRT,286.15,1.16,N
33.01218,-79.89104,305.68,0.49,0.65,2022-09-07,0616,N,nominal,2.0NRT,288.51,1.55,N
33.01191,-79.88564,304.33,0.48,0.65,2022-09-07,0616,N,nominal,2.0NRT,288.66,1.55,N
33.00557,-79.88079,305.79,0.48,0.65,2022-09-07,0616,N,nominal,2.0NRT,288.58,1.19,N
33.01094,-79.88635,305.73,0.48,0.65,2022-09-07,0616,N,nominal,2.0NRT,288.46,1.44,N
33.00457,-79.88147,308.93,0.48,0.65,2022-09-07,0616,N,nominal,2.0NRT,288.78,1.57,N
30.28172,-81.98282,303.55,0.61,0.71,2022-09-07,0618,N,nominal,2.0NRT,285.63,0.56,N
48.84425,-64.65274,309.12,0.42,0.37,2022-09-07,0612,N,nominal,2.0NRT,280.17,1.16,N
49.45545,-82.51261,297.88,0.77,0.78,2022-09-07,0612,N,nominal,2.0NRT,280.5,0.76,N
47.6781,-102.50288,301.05,0.44,0.62,2022-09-07,0754,N,nominal,2.0NRT,284.77,0.26,N
47.55643,-102.54623,296.31,0.44,0.62,2022-09-07,0754,N,nominal,2.0NRT,286.02,0.49,N
47.55751,-102.546,296.56,0.44,0.62,2022-09-07,0754,N,nominal,2.0NRT,285.72,0.55,N
47.51864,-102.90194,304.05,0.46,0.63,2022-09-07,0754,N,nominal,2.0NRT,287.43,1,N
47.48921,-102.91557,302.73,0.46,0.63,2022-09-07,0754,N,nominal,2.0NRT,287.14,0.56,N
46.73145,-92.07548,316.88,0.45,0.39,2022-09-07,0754,N,nominal,2.0NRT,290.15,1.54,N
47.48664,-102.91413,302.36,0.46,0.63,2022-09-07,0754,N,nominal,2.0NRT,287.46,0.56,N
45.07063,-83.40295,319.86,0.48,0.4,2022-09-07,0754,N,nominal,2.0NRT,287.64,1.88,N
43.23429,-76.65635,299.95,0.35,0.57,2022-09-07,0754,N,nominal,2.0NRT,279.21,0.04,N
45.69126,-91.83711,303.08,0.44,0.38,2022-09-07,0754,N,nominal,2.0NRT,287.87,0.27,N
43.27075,-79.81054,300.33,0.49,0.49,2022-09-07,0754,N,nominal,2.0NRT,286.42,1.45,N
43.265,-79.80659,306.25,0.49,0.49,2022-09-07,0754,N,nominal,2.0NRT,287.61,1.45,N
43.26069,-79.80859,306.77,0.49,0.49,2022-09-07,0754,N,nominal,2.0NRT,286.63,1.28,N
43.25782,-79.81647,302.05,0.49,0.49,2022-09-07,0754,N,nominal,2.0NRT,286.24,1.28,N
43.29363,-79.98369,298.2,0.48,0.48,2022-09-07,0754,N,nominal,2.0NRT,285.93,0.44,N
43.28935,-79.98563,295.81,0.48,0.48,2022-09-07,0754,N,nominal,2.0NRT,285.36,0.44,N
44.28925,-88.33947,298.49,0.38,0.36,2022-09-07,0754,N,nominal,2.0NRT,286.11,0.22,N
44.16784,-87.70448,298.95,0.39,0.36,2022-09-07,0754,N,nominal,2.0NRT,286.87,0.5,N
42.81839,-81.32383,304.36,0.43,0.46,2022-09-07,0754,N,nominal,2.0NRT,285.85,0.76,N
42.94946,-82.41975,300.01,0.38,0.43,2022-09-07,0754,N,nominal,2.0NRT,288.83,1.24,N
42.94458,-82.41679,310.64,0.38,0.43,2022-09-07,0754,N,nominal,2.0NRT,287.06,0.89,N
42.90036,-82.45144,298.04,0.38,0.43,2022-09-07,0754,N,nominal,2.0NRT,287.34,1.21,N
43.70332,-88.38377,311.21,0.39,0.36,2022-09-07,0754,N,nominal,2.0NRT,288.06,1.26,N
42.3105,-82.04987,307.93,0.41,0.45,2022-09-07,0754,N,nominal,2.0NRT,285.89,0.64,N
42.298,-83.1525,328.47,0.55,0.43,2022-09-07,0754,N,nominal,2.0NRT,290.98,5.31,N
42.29941,-83.15904,302.48,0.55,0.43,2022-09-07,0754,N,nominal,2.0NRT,288.79,5.31,N
42.29701,-83.16704,301.39,0.55,0.43,2022-09-07,0754,N,nominal,2.0NRT,285.13,1.28,N
42.2932,-83.16852,298.63,0.55,0.43,2022-09-07,0754,N,nominal,2.0NRT,286.95,1.28,N
42.29178,-83.16201,304.13,0.55,0.43,2022-09-07,0754,N,nominal,2.0NRT,287.93,1.38,N
42.28041,-83.10973,303.07,0.55,0.43,2022-09-07,0754,N,nominal,2.0NRT,289.72,2.23,N
42.28655,-83.15697,297.57,0.55,0.43,2022-09-07,0754,N,nominal,2.0NRT,287.25,1.11,N
42.29348,-83.1684,298.77,0.55,0.43,2022-09-07,0754,N,nominal,2.0NRT,286.94,1.05,N
42.2921,-83.16187,306.43,0.55,0.43,2022-09-07,0754,N,nominal,2.0NRT,288.47,1.05,N
42.28099,-83.10946,310.2,0.55,0.43,2022-09-07,0754,N,nominal,2.0NRT,290.01,1.95,N
43.62321,-90.71708,306.8,0.4,0.37,2022-09-07,0754,N,nominal,2.0NRT,287.24,1.05,N
42.27613,-83.12559,298.59,0.55,0.43,2022-09-07,0754,N,nominal,2.0NRT,285.88,1.13,N
41.74852,-81.28331,301.88,0.46,0.47,2022-09-07,0754,N,nominal,2.0NRT,288.52,1.22,N
41.75249,-81.28396,303.66,0.46,0.47,2022-09-07,0754,N,nominal,2.0NRT,287.68,1.2,N
41.46767,-81.67754,298.71,0.45,0.47,2022-09-07,0754,N,nominal,2.0NRT,286.63,1.8,N
41.46353,-81.67924,318.26,0.45,0.47,2022-09-07,0754,N,nominal,2.0NRT,287.33,1.8,N
41.46234,-81.6741,314.74,0.45,0.47,2022-09-07,0754,N,nominal,2.0NRT,287.64,1.8,N
41.45819,-81.67581,316.96,0.45,0.47,2022-09-07,0754,N,nominal,2.0NRT,287.8,1.88,N
41.45405,-81.67752,316.89,0.45,0.47,2022-09-07,0754,N,nominal,2.0NRT,287.24,1.88,N
41.44991,-81.67922,311.13,0.45,0.47,2022-09-07,0754,N,nominal,2.0NRT,286.83,1.38,N
41.44097,-81.66028,298.64,0.45,0.47,2022-09-07,0754,N,nominal,2.0NRT,286.61,0.91,N
41.73166,-83.51881,300.74,0.55,0.42,2022-09-07,0754,N,nominal,2.0NRT,285.85,0.73,N
42.04171,-85.09666,311.1,0.47,0.4,2022-09-07,0754,N,nominal,2.0NRT,285.51,1.25,N
41.63335,-83.502,301.59,0.55,0.43,2022-09-07,0754,N,nominal,2.0NRT,290.1,1.32,N
42.75159,-89.89682,295.76,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,285.54,0.17,N
41.73017,-84.3007,313.66,0.51,0.41,2022-09-07,0756,N,nominal,2.0NRT,286.34,1.58,N
41.46902,-83.36784,320.22,0.56,0.43,2022-09-07,0756,N,nominal,2.0NRT,288.64,4,N
41.45991,-83.36427,303.8,0.56,0.43,2022-09-07,0756,N,nominal,2.0NRT,287.83,1.36,N
42.31876,-88.02503,302.9,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,288.65,0.62,N
41.56627,-84.04277,322.05,0.52,0.42,2022-09-07,0756,N,nominal,2.0NRT,287.62,2.35,N
41.56881,-84.05503,304.13,0.52,0.42,2022-09-07,0756,N,nominal,2.0NRT,287.95,1.34,N
41.56754,-84.0489,309.73,0.52,0.42,2022-09-07,0756,N,nominal,2.0NRT,288.57,2.35,N
40.66865,-80.34167,303.56,0.54,0.51,2022-09-07,0756,N,nominal,2.0NRT,280.52,2.6,N
40.66718,-80.33573,297.21,0.54,0.51,2022-09-07,0756,N,nominal,2.0NRT,280.31,1.72,N
41.22495,-83.20857,325.93,0.38,0.43,2022-09-07,0756,N,nominal,2.0NRT,289.14,2.97,N
40.75581,-81.43119,311.23,0.48,0.48,2022-09-07,0756,N,nominal,2.0NRT,285.71,0.86,N
42.14151,-89.07986,310.68,0.38,0.36,2022-09-07,0756,N,nominal,2.0NRT,287.12,1.07,N
41.36998,-84.91623,299.34,0.49,0.4,2022-09-07,0756,N,nominal,2.0NRT,287.63,1.37,N
41.3675,-84.9232,296.28,0.49,0.4,2022-09-07,0756,N,nominal,2.0NRT,284.25,0.85,N
43.50255,-105.4617,302.3,0.58,0.7,2022-09-07,0756,N,nominal,2.0NRT,286.93,0.46,N
41.95206,-88.14423,304.27,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,288.65,0.55,N
41.64425,-87.13747,316.68,0.41,0.37,2022-09-07,0756,N,nominal,2.0NRT,288.62,2.5,N
41.64337,-87.1326,304.51,0.41,0.37,2022-09-07,0756,N,nominal,2.0NRT,289.63,2.54,N
41.64088,-87.13855,327.63,0.41,0.37,2022-09-07,0756,N,nominal,2.0NRT,289.54,2.5,N
41.64,-87.13369,333.95,0.41,0.37,2022-09-07,0756,N,nominal,2.0NRT,292.84,2.54,N
41.63663,-87.13477,312.44,0.41,0.37,2022-09-07,0756,N,nominal,2.0NRT,287.21,1.37,N
41.63575,-87.12991,307.78,0.41,0.37,2022-09-07,0756,N,nominal,2.0NRT,286.74,1.37,N
41.657,-87.62319,303.62,0.4,0.37,2022-09-07,0756,N,nominal,2.0NRT,290.96,0.93,N
41.652,-87.6348,299.91,0.4,0.37,2022-09-07,0756,N,nominal,2.0NRT,289.7,0.84,N
41.11795,-85.35073,306.81,0.47,0.4,2022-09-07,0756,N,nominal,2.0NRT,287.95,1.53,N
40.56979,-83.13984,300.33,0.4,0.44,2022-09-07,0756,N,nominal,2.0NRT,287.53,0.59,N
42.23352,-92.99863,304.37,0.44,0.38,2022-09-07,0756,N,nominal,2.0NRT,286.83,0.36,N
40.72027,-84.12574,301.52,0.54,0.42,2022-09-07,0756,N,nominal,2.0NRT,289.55,1.36,N
41.18176,-87.85601,303.69,0.4,0.37,2022-09-07,0756,N,nominal,2.0NRT,289.61,1.06,N
41.17842,-87.85703,337.37,0.4,0.37,2022-09-07,0756,N,nominal,2.0NRT,290.19,4.15,N
41.32998,-89.08051,304.69,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,289.37,0.64,N
40.92809,-87.34296,302.88,0.41,0.37,2022-09-07,0756,N,nominal,2.0NRT,289.35,1.24,N
41.48521,-90.82378,315.25,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,287.93,1.37,N
41.4819,-90.82464,324.48,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,290.2,1.37,N
41.47994,-90.83478,307.26,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,287.64,1.03,N
41.47926,-90.83015,310.31,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,287.81,1.03,N
40.73314,-86.43198,311.34,0.44,0.38,2022-09-07,0756,N,nominal,2.0NRT,289.55,0.94,N
40.73372,-86.43336,315.66,0.44,0.38,2022-09-07,0756,N,nominal,2.0NRT,290.25,2.01,N
42.08572,-97.36412,325.59,0.44,0.46,2022-09-07,0756,N,nominal,2.0NRT,291.21,3.83,N
39.48789,-84.36353,303.51,0.55,0.43,2022-09-07,0756,N,nominal,2.0NRT,287.91,1.33,N
39.97779,-86.8344,304.49,0.44,0.38,2022-09-07,0756,N,nominal,2.0NRT,288.54,8.72,N
39.97528,-86.84052,318.94,0.44,0.38,2022-09-07,0756,N,nominal,2.0NRT,287.15,8.72,N
39.97433,-86.8355,309.47,0.44,0.38,2022-09-07,0756,N,nominal,2.0NRT,290.28,8.72,N
39.48422,-84.38509,314.44,0.55,0.43,2022-09-07,0756,N,nominal,2.0NRT,288.65,1.86,N
39.48289,-84.37881,313.12,0.55,0.43,2022-09-07,0756,N,nominal,2.0NRT,287.91,1.56,N
39.46756,-84.38424,326.15,0.55,0.43,2022-09-07,0756,N,nominal,2.0NRT,288.08,2.98,N
39.47157,-84.40306,302.41,0.55,0.43,2022-09-07,0756,N,nominal,2.0NRT,289.19,1.21,N
39.87514,-86.48914,301.65,0.45,0.39,2022-09-07,0756,N,nominal,2.0NRT,288.18,1.01,N
39.87415,-86.48397,306.95,0.45,0.39,2022-09-07,0756,N,nominal,2.0NRT,289.29,1.23,N
41.00402,-96.15316,307.01,0.56,0.43,2022-09-07,0756,N,nominal,2.0NRT,291.05,0.96,N
39.52735,-86.37972,301.45,0.46,0.39,2022-09-07,0756,N,nominal,2.0NRT,288.63,0.9,N
39.8242,-89.00638,317.21,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,289.48,1.24,N
38.60028,-82.82723,303.37,0.45,0.47,2022-09-07,0756,N,nominal,2.0NRT,288.24,1.08,N
38.59912,-82.82215,301.92,0.45,0.47,2022-09-07,0756,N,nominal,2.0NRT,287.81,0.95,N
39.8209,-89.00733,308.52,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,289.22,1.24,N
39.82014,-89.0028,312.63,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,288.79,1.24,N
38.59724,-82.83388,303.35,0.45,0.47,2022-09-07,0756,N,nominal,2.0NRT,288.54,1.08,N
38.59608,-82.82877,301.77,0.45,0.47,2022-09-07,0756,N,nominal,2.0NRT,287.89,1.08,N
38.83572,-84.23908,321.71,0.38,0.44,2022-09-07,0756,N,nominal,2.0NRT,289.77,2.23,N
38.62148,-83.66798,308.19,0.41,0.45,2022-09-07,0756,N,nominal,2.0NRT,287.68,2.4,N
38.62383,-83.66907,300.18,0.41,0.45,2022-09-07,0756,N,nominal,2.0NRT,288.53,1.36,N
38.61985,-83.67075,305.78,0.41,0.45,2022-09-07,0756,N,nominal,2.0NRT,287.12,1.02,N
38.83494,-84.76218,298.68,0.55,0.42,2022-09-07,0756,N,nominal,2.0NRT,287.63,0.77,N
38.76125,-84.99647,302.27,0.53,0.42,2022-09-07,0756,N,nominal,2.0NRT,288.14,1.1,N
39.67732,-91.31584,305.48,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,290.53,0.75,N
39.65223,-91.40148,298.62,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,288.22,0.2,N
38.34747,-84.27991,299.23,0.39,0.44,2022-09-07,0756,N,nominal,2.0NRT,286.96,0.29,N
38.99908,-87.72679,305.2,0.42,0.38,2022-09-07,0756,N,nominal,2.0NRT,291.37,1.01,N
39.00018,-87.72338,302.21,0.42,0.38,2022-09-07,0756,N,nominal,2.0NRT,291.62,0.96,N
38.99677,-87.72441,305.94,0.42,0.38,2022-09-07,0756,N,nominal,2.0NRT,291.41,0.96,N
38.73863,-86.46043,302.59,0.47,0.39,2022-09-07,0756,N,nominal,2.0NRT,288.36,0.93,N
38.73761,-86.45515,302.09,0.47,0.39,2022-09-07,0756,N,nominal,2.0NRT,288.77,0.93,N
36.35757,-76.80653,317.98,0.53,0.67,2022-09-07,0756,N,nominal,2.0NRT,285.9,2.03,N
38.9226,-87.95934,322.27,0.42,0.37,2022-09-07,0756,N,nominal,2.0NRT,288.96,2.04,N
38.7846,-87.5963,299.91,0.43,0.38,2022-09-07,0756,N,nominal,2.0NRT,288.83,0.21,N
38.78117,-87.59734,300.69,0.43,0.38,2022-09-07,0756,N,nominal,2.0NRT,288.91,0.37,N
40.24617,-104.87702,299.31,0.52,0.67,2022-09-07,0756,N,nominal,2.0NRT,288.13,0.81,N
38.88308,-90.13995,319.71,0.38,0.36,2022-09-07,0756,N,nominal,2.0NRT,290.55,1.56,N
38.83736,-90.06245,307.27,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,292.94,1.39,N
37.23499,-82.03883,297.93,0.54,0.5,2022-09-07,0756,N,nominal,2.0NRT,284.07,1.52,N
40.24296,-104.87532,297.97,0.52,0.67,2022-09-07,0756,N,nominal,2.0NRT,287.03,0.73,N
36.06836,-77.81793,300.05,0.48,0.64,2022-09-07,0756,N,nominal,2.0NRT,286.43,0.51,N
36.06269,-77.82045,305.12,0.48,0.64,2022-09-07,0756,N,nominal,2.0NRT,286.76,0.89,N
36.71794,-80.3047,297.32,0.34,0.56,2022-09-07,0756,N,nominal,2.0NRT,285.48,0.74,N
36.06528,-77.82031,310.7,0.48,0.64,2022-09-07,0756,N,nominal,2.0NRT,286.84,1.19,N
37.83926,-85.29945,298.65,0.54,0.42,2022-09-07,0756,N,nominal,2.0NRT,288,0.65,N
38.69792,-90.12926,304.51,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,292.14,0.81,N
38.69535,-90.13451,324.28,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,294.41,1.64,N
38.69464,-90.13013,304.57,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,291.66,1.64,N
38.69419,-90.14856,302.91,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,290.63,0.6,N
38.6909,-90.14943,304.95,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,290.86,0.81,N
39.14521,-94.3992,300.85,0.46,0.39,2022-09-07,0756,N,nominal,2.0NRT,290.11,0.57,N
39.14442,-94.40082,299.95,0.46,0.39,2022-09-07,0756,N,nominal,2.0NRT,289.44,0.46,N
38.35498,-89.06886,303.16,0.4,0.37,2022-09-07,0756,N,nominal,2.0NRT,289.47,0.7,N
38.18036,-90.33624,301.82,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,291.3,1.03,N
38.25871,-90.95977,305.85,0.38,0.36,2022-09-07,0756,N,nominal,2.0NRT,289.29,0.63,N
37.49475,-86.84496,312.95,0.47,0.4,2022-09-07,0756,N,nominal,2.0NRT,288.69,1.24,N
38.70195,-94.48049,324.05,0.45,0.39,2022-09-07,0756,N,nominal,2.0NRT,289.97,1.93,N
38.00882,-90.07948,325.28,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,292.14,2.8,N
37.97386,-90.06806,308.33,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,291.75,1,N
37.9687,-90.07855,321.89,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,291.84,1.59,N
37.9654,-90.07941,300.4,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,289.99,0.47,N
38.22103,-91.73279,308.41,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,288.95,0.76,N
37.89198,-90.53168,303,0.38,0.36,2022-09-07,0756,N,nominal,2.0NRT,289.77,0.78,N
36.53371,-83.66612,308.06,0.46,0.47,2022-09-07,0756,N,nominal,2.0NRT,285.5,1.31,N
37.98372,-92.25941,302.75,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,289.37,0.57,N
37.98307,-92.25497,300.4,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,289.82,0.57,N
35.50397,-80.33102,312.45,0.36,0.58,2022-09-07,0756,N,nominal,2.0NRT,287.23,1.28,N
37.88692,-92.24273,303.65,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,288.21,0.59,N
35.50534,-80.32848,306.9,0.36,0.58,2022-09-07,0756,N,nominal,2.0NRT,286.76,0.91,N
37.90772,-92.52886,311.75,0.4,0.37,2022-09-07,0756,N,nominal,2.0NRT,288.92,1.13,N
37.64981,-91.10453,299.35,0.38,0.36,2022-09-07,0756,N,nominal,2.0NRT,287.88,0.35,N
37.91706,-93.09079,301.69,0.41,0.37,2022-09-07,0756,N,nominal,2.0NRT,289.14,0.85,N
37.86465,-93.67192,303.8,0.42,0.38,2022-09-07,0756,N,nominal,2.0NRT,289.74,0.43,N
35.34258,-80.82697,299.49,0.34,0.56,2022-09-07,0756,N,nominal,2.0NRT,267.83,0.51,N
36.93285,-88.23091,311.93,0.43,0.38,2022-09-07,0756,N,nominal,2.0NRT,289.9,0.89,N
37.65163,-93.03721,299.66,0.4,0.37,2022-09-07,0756,N,nominal,2.0NRT,289.15,0.29,N
37.21979,-90.37181,308.56,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,290.04,0.47,N
35.98086,-83.95613,307.18,0.45,0.47,2022-09-07,0756,N,nominal,2.0NRT,274.88,0.49,N
35.97663,-83.95753,302.71,0.45,0.47,2022-09-07,0756,N,nominal,2.0NRT,283.88,1.26,N
37.06605,-90.87313,317.86,0.38,0.36,2022-09-07,0756,N,nominal,2.0NRT,290.49,0.99,N
36.99507,-91.41186,298.04,0.38,0.36,2022-09-07,0756,N,nominal,2.0NRT,285.19,0.28,N
38.24047,-104.60936,308.36,0.49,0.65,2022-09-07,0756,N,nominal,2.0NRT,289.14,2.09,N
38.05214,-102.22517,322.43,0.36,0.58,2022-09-07,0756,N,nominal,2.0NRT,289.22,1.38,N
38.04678,-102.2257,318.48,0.36,0.58,2022-09-07,0756,N,nominal,2.0NRT,287.47,1.58,N
38.04969,-102.22471,334.3,0.36,0.57,2022-09-07,0756,N,nominal,2.0NRT,289.58,2.41,N
34.04406,-78.56403,303.85,0.49,0.65,2022-09-07,0756,N,nominal,2.0NRT,287.83,1.03,N
36.92197,-92.27644,320.08,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,290.11,1.2,N
36.35713,-92.38934,302.29,0.39,0.36,2022-09-07,0756,N,nominal,2.0NRT,290.29,0.41,N
36.21768,-91.67387,301.23,0.38,0.36,2022-09-07,0756,N,nominal,2.0NRT,290.49,0.32,N
35.62226,-89.00452,304.26,0.42,0.38,2022-09-07,0756,N,nominal,2.0NRT,288.9,0.28,N
36.26889,-95.34012,303.79,0.46,0.39,2022-09-07,0756,N,nominal,2.0NRT,291.15,0.53,N
36.51736,-97.84191,314.75,0.4,0.45,2022-09-07,0756,N,nominal,2.0NRT,291.23,2.35,N
36.51689,-97.83736,305.55,0.4,0.44,2022-09-07,0756,N,nominal,2.0NRT,291.03,1.53,N
36.19413,-95.81504,308.11,0.48,0.4,2022-09-07,0756,N,nominal,2.0NRT,293.01,1.2,N
33.01378,-79.88837,299.91,0.44,0.62,2022-09-07,0756,N,nominal,2.0NRT,282.82,0.86,N
33.00699,-79.88583,302.3,0.44,0.62,2022-09-07,0756,N,nominal,2.0NRT,284.46,0.86,N
33.00577,-79.88121,302.87,0.44,0.62,2022-09-07,0756,N,nominal,2.0NRT,285.66,1.13,N
35.04397,-90.16397,322.74,0.4,0.37,2022-09-07,0756,N,nominal,2.0NRT,289.8,1.94,N
35.79506,-96.00373,302.2,0.49,0.4,2022-09-07,0758,N,nominal,2.0NRT,290.88,0.52,N
35.50565,-94.12521,302.85,0.42,0.37,2022-09-07,0758,N,nominal,2.0NRT,291.51,0.48,N
35.41163,-93.77245,309.51,0.41,0.37,2022-09-07,0758,N,nominal,2.0NRT,291.31,0.91,N
35.87091,-97.78514,301.74,0.39,0.44,2022-09-07,0758,N,nominal,2.0NRT,290.16,0.09,N
35.67859,-97.07427,312.12,0.54,0.42,2022-09-07,0758,N,nominal,2.0NRT,289.93,1.77,N
35.66801,-101.43724,303.34,0.62,0.54,2022-09-07,0758,N,nominal,2.0NRT,293.28,1.76,N
35.51562,-101.41222,306.05,0.62,0.54,2022-09-07,0758,N,nominal,2.0NRT,290.29,1.2,N
34.34964,-92.40446,304.09,0.38,0.36,2022-09-07,0758,N,nominal,2.0NRT,289.12,0.44,N
34.90902,-97.78019,311.7,0.38,0.44,2022-09-07,0758,N,nominal,2.0NRT,291.67,1.14,N
34.32533,-95.98947,303.99,0.47,0.4,2022-09-07,0758,N,nominal,2.0NRT,292.82,0.47,N
34.5495,-99.14317,303.21,0.45,0.47,2022-09-07,0758,N,nominal,2.0NRT,290.58,0.83,N
33.59822,-91.74799,306.6,0.39,0.36,2022-09-07,0758,N,nominal,2.0NRT,289.46,0.71,N
33.99154,-96.3737,306.25,0.48,0.4,2022-09-07,0758,N,nominal,2.0NRT,293.13,0.82,N
33.98093,-96.34877,304.85,0.48,0.4,2022-09-07,0758,N,nominal,2.0NRT,293.51,0.69,N
33.8494,-96.06318,310.9,0.47,0.4,2022-09-07,0758,N,nominal,2.0NRT,293.04,0.95,N
