latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
38.69232,-90.15398,307.8,0.41,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.9,2.2,N
33.24795,-86.82217,303.5,0.46,0.47,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274.9,1.6,N
33.2183,-86.79056,311,0.46,0.47,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276.5,1.9,N
33.18015,-86.76088,300.4,0.46,0.47,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.8,1.7,N
33.23643,-87.50867,313.8,0.51,0.49,2019-12-04,0700,N20,VIIRS,n,2.0NRT,278.9,3.1,N
33.23238,-87.51479,326.6,0.51,0.49,2019-12-04,0700,N20,VIIRS,n,2.0NRT,278.1,3.1,N
33.10387,-86.80452,299.9,0.46,0.47,2019-12-04,0700,N20,VIIRS,n,2.0NRT,278.1,1.2,N
33.09517,-86.80572,299.4,0.46,0.47,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274.6,1.4,N
35.6511,-89.93488,312.3,0.37,0.58,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.3,1.2,N
35.79642,-91.74937,321.8,0.47,0.64,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.3,2.6,N
35.72831,-88.81194,314.1,0.32,0.55,2019-12-04,0700,N20,VIIRS,n,2.0NRT,277.5,1.5,N
35.89021,-89.78277,299.5,0.37,0.58,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.6,0.5,N
35.90089,-89.78169,307.2,0.37,0.58,2019-12-04,0700,N20,VIIRS,n,2.0NRT,277.4,1.5,N
35.93948,-89.71615,334,0.36,0.58,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276.4,2.7,N
35.93802,-89.71708,328.2,0.36,0.58,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.6,2.4,N
35.94334,-89.71651,296.3,0.36,0.58,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276.4,1,N
35.94867,-89.71593,312.5,0.36,0.58,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276.7,1,N
36.8792,-85.65751,295.5,0.44,0.46,2019-12-04,0700,N20,VIIRS,n,2.0NRT,272.1,0.8,N
35.64649,-89.94791,295.8,0.37,0.58,2019-12-04,0700,N20,VIIRS,n,2.0NRT,271,0.7,N
36.87833,-85.66035,296,0.44,0.46,2019-12-04,0700,N20,VIIRS,n,2.0NRT,270.3,0.6,N
37.06411,-86.69228,311.3,0.5,0.49,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.4,2.1,N
37.02047,-86.15704,297.7,0.47,0.48,2019-12-04,0700,N20,VIIRS,n,2.0NRT,271.6,0.6,N
37.86982,-88.58769,303.7,0.33,0.55,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.1,0.6,N
37.23346,-82.04041,332.8,0.45,0.39,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.7,3.4,N
37.2358,-82.04366,316.8,0.46,0.39,2019-12-04,0700,N20,VIIRS,n,2.0NRT,271.8,2.2,N
37.23518,-82.03856,324.1,0.45,0.39,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276.1,2.2,N
37.26637,-82.17396,297.1,0.46,0.39,2019-12-04,0700,N20,VIIRS,n,2.0NRT,269.6,0.5,N
37.86788,-88.58922,296.4,0.33,0.55,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273,0.4,N
37.96999,-90.08202,303.9,0.4,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.1,1.8,N
38.00898,-90.08346,298.5,0.4,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.4,0.7,N
37.29573,-81.62676,303.7,0.44,0.38,2019-12-04,0700,N20,VIIRS,n,2.0NRT,269.7,1.1,N
38.18175,-90.34055,297.1,0.41,0.61,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276.5,0.7,N
37.27592,-79.99983,305.8,0.4,0.37,2019-12-04,0700,N20,VIIRS,n,2.0NRT,272.5,1.1,N
37.38308,-80.66357,326.4,0.41,0.37,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274.9,3.1,N
37.38333,-80.6656,315.3,0.41,0.37,2019-12-04,0700,N20,VIIRS,n,2.0NRT,271.4,2.9,N
37.86617,-83.16152,295.2,0.51,0.41,2019-12-04,0700,N20,VIIRS,n,2.0NRT,270.6,2.1,N
37.86549,-83.15558,325.3,0.51,0.41,2019-12-04,0700,N20,VIIRS,n,2.0NRT,272.3,2.8,N
38.69316,-90.14233,309.4,0.41,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.4,2.4,N
38.69367,-90.1518,317.5,0.41,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.4,2.1,N
38.69823,-90.13239,304.3,0.4,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,279.7,1.4,N
38.69849,-90.1371,314.3,0.4,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,278.9,1.4,N
38.69187,-90.14452,301.7,0.41,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274.4,1.3,N
38.69209,-90.14925,302.5,0.41,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274.1,1.3,N
38.697,-90.13454,311.3,0.41,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,280.4,1.9,N
38.69723,-90.13926,306.7,0.41,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.6,1.9,N
38.69745,-90.14397,299.8,0.41,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.6,1.3,N
34.3478,-78.76134,299.9,0.38,0.36,2019-12-04,0700,N20,VIIRS,n,2.0NRT,266,0.7,N
35.64111,-89.94848,300.3,0.37,0.58,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.4,0.7,N
35.34164,-88.9147,296.6,0.32,0.55,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.5,0.4,N
38.82416,-90.01772,295.5,0.4,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,271.5,0.4,N
38.83787,-90.06838,298,0.4,0.6,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276.3,2.1,N
38.80196,-87.25395,310.4,0.56,0.52,2019-12-04,0700,N20,VIIRS,n,2.0NRT,272.7,2.2,N
38.83685,-84.23934,314.7,0.39,0.44,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276,2.4,N
39.46894,-84.38702,305.1,0.41,0.45,2019-12-04,0700,N20,VIIRS,n,2.0NRT,272.3,1,N
39.48079,-84.38023,302.4,0.41,0.45,2019-12-04,0700,N20,VIIRS,n,2.0NRT,270.6,1.1,N
39.48581,-84.38905,320.1,0.41,0.45,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.2,3,N
39.87753,-86.48508,300.1,0.53,0.5,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.3,0.9,N
39.97575,-86.83839,295.2,0.55,0.51,2019-12-04,0700,N20,VIIRS,n,2.0NRT,271.5,1.1,N
39.97708,-86.83741,300.3,0.55,0.51,2019-12-04,0700,N20,VIIRS,n,2.0NRT,272.8,1,N
40.57016,-83.13619,302.5,0.55,0.43,2019-12-04,0700,N20,VIIRS,n,2.0NRT,266.3,2,N
41.18361,-87.8576,318.7,0.32,0.55,2019-12-04,0700,N20,VIIRS,n,2.0NRT,271.6,2.4,N
41.18385,-87.86146,302.2,0.32,0.55,2019-12-04,0700,N20,VIIRS,n,2.0NRT,268.8,2,N
41.12098,-85.35158,316.8,0.47,0.48,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274,1.9,N
41.12049,-85.35159,315.3,0.47,0.48,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.4,2.5,N
41.46687,-90.68909,296.3,0.46,0.63,2019-12-04,0700,N20,VIIRS,n,2.0NRT,272.2,1.5,N
41.36824,-84.92149,335.3,0.45,0.47,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.7,3.4,N
41.37209,-84.91534,305.3,0.45,0.47,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.4,2.1,N
41.22607,-83.21201,301.1,0.56,0.43,2019-12-04,0700,N20,VIIRS,n,2.0NRT,265.8,1.5,N
41.63065,-87.36853,314.1,0.61,0.53,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274.2,3.6,N
41.63069,-87.14009,306.1,0.59,0.53,2019-12-04,0700,N20,VIIRS,n,2.0NRT,271.1,6.1,N
41.63117,-87.14732,316.3,0.59,0.53,2019-12-04,0700,N20,VIIRS,n,2.0NRT,271.3,2.7,N
41.63605,-87.14675,330.3,0.59,0.53,2019-12-04,0700,N20,VIIRS,n,2.0NRT,272.9,2.7,N
41.63997,-87.1317,302.9,0.59,0.53,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273,3.5,N
41.64045,-87.13892,312.4,0.59,0.53,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274.6,3.5,N
41.64093,-87.14619,335.3,0.59,0.53,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.4,3.3,N
41.64534,-87.1384,314.3,0.59,0.53,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274,3.5,N
41.64582,-87.14565,301.4,0.59,0.53,2019-12-04,0700,N20,VIIRS,n,2.0NRT,271.7,3.3,N
41.672,-87.46883,309.2,0.62,0.54,2019-12-04,0700,N20,VIIRS,n,2.0NRT,271.7,1.9,N
41.67901,-87.42264,299.1,0.62,0.54,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276.3,1.8,N
41.67999,-87.43769,302.8,0.62,0.54,2019-12-04,0700,N20,VIIRS,n,2.0NRT,272.1,1.3,N
41.68397,-87.4221,301.1,0.62,0.54,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276.9,1.8,N
41.68491,-87.42242,298.4,0.62,0.54,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.3,1.4,N
34.63411,-84.37561,329.2,0.54,0.42,2019-12-04,0700,N20,VIIRS,n,2.0NRT,272.6,7.8,N
35.04909,-90.16457,295.2,0.38,0.59,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276.5,0.9,N
34.34721,-82.77544,298.1,0.45,0.39,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.1,1,N
34.64396,-87.09281,295,0.5,0.49,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274.5,0.9,N
34.63895,-87.08792,316.7,0.5,0.49,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276.7,2.9,N
34.63844,-87.08244,303.9,0.5,0.49,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274.5,1.9,N
34.23903,-84.79871,317.8,0.56,0.43,2019-12-04,0700,N20,VIIRS,n,2.0NRT,271.9,3.7,N
33.09235,-80.34438,305.1,0.39,0.36,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274.3,1,N
33.01565,-79.88742,316.3,0.38,0.36,2019-12-04,0700,N20,VIIRS,n,2.0NRT,259.2,1.3,N
33.01502,-79.88335,311.8,0.38,0.36,2019-12-04,0700,N20,VIIRS,n,2.0NRT,259.9,1.3,N
33.4447,-82.97914,296.4,0.45,0.39,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.6,0.4,N
33.56699,-86.80122,297.8,0.47,0.48,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.6,0.6,N
33.56667,-86.80341,297.6,0.47,0.48,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275,0.7,N
33.54482,-86.80658,308.6,0.47,0.48,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274.7,1.4,N
33.53599,-86.76164,299.4,0.46,0.47,2019-12-04,0700,N20,VIIRS,n,2.0NRT,273.5,1.6,N
33.5355,-86.75657,312.7,0.46,0.47,2019-12-04,0700,N20,VIIRS,n,2.0NRT,276.2,1.6,N
32.96017,-82.20261,295.5,0.42,0.38,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.1,0.5,N
32.64653,-80.70495,296.9,0.39,0.36,2019-12-04,0700,N20,VIIRS,n,2.0NRT,274,0.4,N
33.44849,-88.57971,297,0.59,0.53,2019-12-04,0700,N20,VIIRS,n,2.0NRT,277.5,1.6,N
33.44312,-88.57395,305.9,0.59,0.53,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.6,1.6,N
33.24845,-86.82065,300.6,0.46,0.47,2019-12-04,0700,N20,VIIRS,n,2.0NRT,275.4,1.3,N
30.78458,-84.68491,304.4,0.5,0.41,2019-12-04,0706,N20,VIIRS,n,2.0NRT,276.8,1.1,N
31.15259,-87.98612,316.9,0.51,0.5,2019-12-04,0706,N20,VIIRS,n,2.0NRT,277.8,3.7,N
31.15664,-87.98014,306.7,0.51,0.5,2019-12-04,0706,N20,VIIRS,n,2.0NRT,276.5,1.4,N
31.17062,-83.58162,300.5,0.46,0.39,2019-12-04,0706,N20,VIIRS,n,2.0NRT,275.5,1.1,N
31.27577,-84.19905,304.6,0.48,0.4,2019-12-04,0706,N20,VIIRS,n,2.0NRT,275.2,1.1,N
31.33729,-84.54803,296.8,0.5,0.41,2019-12-04,0706,N20,VIIRS,n,2.0NRT,275.2,0.8,N
32.09573,-92.44586,302.6,0.48,0.65,2019-12-04,0706,N20,VIIRS,n,2.0NRT,274.3,0.9,N
31.35151,-83.64809,327.7,0.46,0.39,2019-12-04,0706,N20,VIIRS,n,2.0NRT,277.4,4.4,N
32.28655,-93.67132,295.2,0.57,0.69,2019-12-04,0706,N20,VIIRS,n,2.0NRT,278.6,0.8,N
32.31256,-90.13701,300.2,0.35,0.57,2019-12-04,0706,N20,VIIRS,n,2.0NRT,275.4,0.4,N
32.31782,-90.13641,300.7,0.35,0.57,2019-12-04,0706,N20,VIIRS,n,2.0NRT,277.5,0.5,N
31.96791,-84.74323,307,0.52,0.42,2019-12-04,0706,N20,VIIRS,n,2.0NRT,275,1.4,N
31.96854,-84.74873,312.5,0.52,0.42,2019-12-04,0706,N20,VIIRS,n,2.0NRT,278.7,3.2,N
31.97172,-84.74258,296.1,0.52,0.42,2019-12-04,0706,N20,VIIRS,n,2.0NRT,275.4,1.4,N
32.38363,-87.17722,300.5,0.48,0.48,2019-12-04,0706,N20,VIIRS,n,2.0NRT,273,1,N
32.4322,-84.97431,295.9,0.54,0.42,2019-12-04,0706,N20,VIIRS,n,2.0NRT,274.4,0.6,N
32.14503,-82.37257,311.5,0.42,0.38,2019-12-04,0706,N20,VIIRS,n,2.0NRT,276.4,1.2,N
32.9185,-89.67831,309.1,0.34,0.56,2019-12-04,0706,N20,VIIRS,n,2.0NRT,274.7,0.9,N
32.14848,-82.37191,303.7,0.42,0.38,2019-12-04,0706,N20,VIIRS,n,2.0NRT,276.1,1.2,N
32.27977,-82.70016,296.6,0.43,0.38,2019-12-04,0706,N20,VIIRS,n,2.0NRT,276.2,0.8,N
32.28916,-82.32416,296.7,0.42,0.38,2019-12-04,0706,N20,VIIRS,n,2.0NRT,276,0.6,N
32.29321,-82.32793,298.9,0.42,0.38,2019-12-04,0706,N20,VIIRS,n,2.0NRT,276,0.8,N
32.28651,-81.00301,307.3,0.39,0.36,2019-12-04,0706,N20,VIIRS,n,2.0NRT,272.2,1.1,N
25.85926,-80.34743,306.2,0.39,0.36,2019-12-04,0706,N20,VIIRS,n,2.0NRT,283.9,0.5,N
26.41245,-81.13173,306,0.38,0.36,2019-12-04,0706,N20,VIIRS,n,2.0NRT,282.1,1,N
26.27859,-80.16129,300.7,0.39,0.36,2019-12-04,0706,N20,VIIRS,n,2.0NRT,283.1,0.3,N
27.52017,-82.02729,314.1,0.39,0.36,2019-12-04,0706,N20,VIIRS,n,2.0NRT,282.6,1.4,N
27.55268,-82.01711,296.7,0.39,0.36,2019-12-04,0706,N20,VIIRS,n,2.0NRT,282.1,0.4,N
29.06929,-95.75309,296.9,0.72,0.76,2019-12-04,0706,N20,VIIRS,n,2.0NRT,286.8,1.8,N
29.06961,-95.7606,296.7,0.72,0.76,2019-12-04,0706,N20,VIIRS,n,2.0NRT,283.2,1.8,N
29.36956,-94.91341,301.5,0.64,0.72,2019-12-04,0706,N20,VIIRS,n,2.0NRT,287.9,3.8,N
29.37696,-94.92641,304.5,0.64,0.72,2019-12-04,0706,N20,VIIRS,n,2.0NRT,287.5,3.4,N
29.37763,-94.93996,302.2,0.65,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,288.5,2.9,N
29.38039,-94.94121,299,0.65,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,287.1,1.7,N
28.16047,-82.01688,301.7,0.39,0.36,2019-12-04,0706,N20,VIIRS,n,2.0NRT,280.2,0.5,N
29.62543,-95.05311,297.1,0.66,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,284.6,1,N
29.62736,-95.05408,295.6,0.66,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,284.6,1.1,N
29.71785,-95.23811,297.8,0.68,0.74,2019-12-04,0706,N20,VIIRS,n,2.0NRT,286.4,1.4,N
29.72607,-95.12397,301.4,0.67,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,288.5,2.2,N
29.74054,-95.00428,296.7,0.66,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,286.4,2.4,N
29.74731,-95.00382,302.3,0.66,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,288.4,2.4,N
29.74801,-95.01763,302,0.66,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,288.1,2.5,N
29.71878,-95.23726,298.2,0.68,0.74,2019-12-04,0706,N20,VIIRS,n,2.0NRT,286.7,2,N
29.72765,-95.12292,298.8,0.67,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,287.8,1.9,N
29.74281,-95.003,299.3,0.66,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,288.2,2,N
29.74312,-95.00991,299.4,0.66,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,287.7,2.4,N
29.74958,-95.00253,298.8,0.66,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,287.3,1.7,N
29.75021,-95.01634,298.1,0.66,0.73,2019-12-04,0706,N20,VIIRS,n,2.0NRT,287,3.1,N
29.75787,-93.88197,301.2,0.56,0.69,2019-12-04,0706,N20,VIIRS,n,2.0NRT,281.5,2.6,N
28.55106,-81.81224,296.1,0.39,0.36,2019-12-04,0706,N20,VIIRS,n,2.0NRT,281.7,0.6,N
29.83506,-93.96832,299.8,0.57,0.69,2019-12-04,0706,N20,VIIRS,n,2.0NRT,280.2,0.9,N
29.89271,-93.96378,295.3,0.57,0.69,2019-12-04,0706,N20,VIIRS,n,2.0NRT,281.9,1.5,N
29.88819,-93.96837,295,0.57,0.69,2019-12-04,0706,N20,VIIRS,n,2.0NRT,279.6,1.6,N
29.89491,-93.97386,299.5,0.57,0.69,2019-12-04,0706,N20,VIIRS,n,2.0NRT,280.1,1.3,N
29.96781,-93.89603,296.2,0.56,0.69,2019-12-04,0706,N20,VIIRS,n,2.0NRT,284.2,1.3,N
28.83756,-82.02547,315.8,0.39,0.36,2019-12-04,0706,N20,VIIRS,n,2.0NRT,280.9,1.3,N
30.06889,-94.06972,310.9,0.58,0.7,2019-12-04,0706,N20,VIIRS,n,2.0NRT,283.4,2.2,N
30.06923,-94.07578,306.1,0.58,0.7,2019-12-04,0706,N20,VIIRS,n,2.0NRT,283.7,2.2,N
30.05215,-93.33712,323.1,0.52,0.67,2019-12-04,0706,N20,VIIRS,n,2.0NRT,277,2.2,N
30.06968,-94.0682,309.8,0.58,0.7,2019-12-04,0706,N20,VIIRS,n,2.0NRT,283.5,3.6,N
30.06998,-94.07429,310.4,0.58,0.7,2019-12-04,0706,N20,VIIRS,n,2.0NRT,286.1,3.2,N
30.05105,-93.33517,313,0.52,0.67,2019-12-04,0706,N20,VIIRS,n,2.0NRT,277.5,2.3,N
30.05725,-93.33465,298.9,0.52,0.67,2019-12-04,0706,N20,VIIRS,n,2.0NRT,276,0.8,N
30.11758,-93.30167,300.8,0.52,0.67,2019-12-04,0706,N20,VIIRS,n,2.0NRT,277.4,0.9,N
29.99866,-90.39679,298.5,0.35,0.56,2019-12-04,0706,N20,VIIRS,n,2.0NRT,275.4,1.6,N
29.05586,-81.98589,297.8,0.39,0.37,2019-12-04,0706,N20,VIIRS,n,2.0NRT,282.3,0.5,N
30.24579,-93.27941,299.2,0.52,0.67,2019-12-04,0706,N20,VIIRS,n,2.0NRT,284.7,1.4,N
30.24503,-93.28027,299.7,0.52,0.67,2019-12-04,0706,N20,VIIRS,n,2.0NRT,284.9,1.6,N
30.23549,-91.24223,296.1,0.39,0.6,2019-12-04,0706,N20,VIIRS,n,2.0NRT,270.6,0.6,N
30.32453,-91.24006,296.6,0.39,0.6,2019-12-04,0706,N20,VIIRS,n,2.0NRT,272.3,1.3,N
30.34181,-88.49083,296.1,0.54,0.51,2019-12-04,0706,N20,VIIRS,n,2.0NRT,281.8,1,N
30.58589,-91.24512,303.4,0.4,0.6,2019-12-04,0706,N20,VIIRS,n,2.0NRT,270.6,1.3,N
30.07004,-83.52183,297.8,0.44,0.39,2019-12-04,0706,N20,VIIRS,n,2.0NRT,278.5,0.5,N
30.94221,-88.01714,320.1,0.51,0.49,2019-12-04,0706,N20,VIIRS,n,2.0NRT,276.5,2.8,N
30.94626,-88.01117,308.2,0.51,0.49,2019-12-04,0706,N20,VIIRS,n,2.0NRT,276.2,3.4,N
30.64911,-84.562,297.2,0.5,0.41,2019-12-04,0706,N20,VIIRS,n,2.0NRT,275.3,0.7,N
30.6981,-84.89613,296.8,0.51,0.41,2019-12-04,0706,N20,VIIRS,n,2.0NRT,274.4,0.7,N
31.35431,-96.17327,324.4,0.79,0.78,2019-12-04,0706,N20,VIIRS,n,2.0NRT,278.8,5,N
31.35558,-96.168,307,0.79,0.78,2019-12-04,0706,N20,VIIRS,n,2.0NRT,279.8,2.9,N
31.35583,-96.17648,316.4,0.79,0.78,2019-12-04,0706,N20,VIIRS,n,2.0NRT,278.4,2.9,N
30.36707,-81.62373,296.5,0.39,0.36,2019-12-04,0706,N20,VIIRS,n,2.0NRT,271.4,0.8,N
47.81845,-102.84394,308.2,0.42,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,269.6,0.9,N
34.04882,-109.45453,311.1,0.51,0.41,2019-12-04,0842,N20,VIIRS,n,2.0NRT,271.4,2.1,N
46.73051,-92.07651,301.6,0.42,0.45,2019-12-04,0842,N20,VIIRS,n,2.0NRT,269.4,1,N
48.57491,-103.45216,309,0.44,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,269,1.4,N
48.45876,-103.38842,313.1,0.43,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,268.9,1.2,N
48.45774,-103.46736,305,0.44,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,266.3,0.8,N
48.39922,-103.45966,300.8,0.43,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,267.1,0.9,N
48.3753,-103.47371,301.2,0.43,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,269,0.5,N
48.25272,-102.70722,305.7,0.42,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,268.6,0.9,N
48.17083,-102.48523,299.1,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,268.8,0.7,N
48.13696,-102.67908,300.5,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,269.8,0.7,N
48.11306,-102.57766,326.3,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,269.3,1.8,N
48.10967,-102.57867,312.9,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,268.9,1.8,N
48.17155,-103.1685,298.9,0.43,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,270.2,0.5,N
48.09658,-102.63969,304.3,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,267.6,0.5,N
48.0932,-102.64069,295.9,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,266.9,0.7,N
48.17208,-103.31555,300.9,0.43,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,269.3,0.7,N
48.11456,-102.88754,327.3,0.42,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,273.1,2.9,N
48.11329,-102.90524,307.9,0.42,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,271.1,1,N
48.10612,-102.8493,318.5,0.42,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,272.7,1.7,N
48.10168,-103.27718,295.9,0.43,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,268.2,0.5,N
48.09894,-103.28382,297.1,0.43,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,268.9,0.9,N
48.02362,-102.72464,313.8,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,270.8,0.9,N
48.09133,-103.28011,311,0.43,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,269.4,1.4,N
48.05306,-103.20257,303.5,0.43,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,271.9,1.2,N
47.97322,-102.60862,306.2,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,270.6,0.5,N
47.96305,-102.63534,295.5,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,269,0.4,N
48.02295,-103.11861,296.2,0.42,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,270.6,0.4,N
47.91291,-102.28989,304.6,0.4,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,270.1,0.8,N
47.90809,-102.28016,298.4,0.4,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,268.8,0.8,N
48.0271,-103.23416,297.5,0.43,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,270.4,0.6,N
47.93523,-102.71735,315.3,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,273.2,1.4,N
47.92192,-102.85803,305.4,0.42,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,269.5,0.8,N
47.90615,-102.73717,314.5,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,271.9,1.5,N
47.90491,-102.75459,307.2,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,271.5,1,N
47.89558,-102.68344,297.2,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,271.3,0.6,N
47.88203,-102.68734,304.1,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,271.5,0.8,N
47.85131,-102.56062,315.2,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,270.2,1.3,N
47.8465,-102.5507,336.9,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,273.9,3.4,N
47.84793,-102.56159,303.4,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,270.4,1.3,N
47.84659,-102.55239,338.3,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,273.3,3.9,N
47.84806,-102.56327,301.7,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,269.6,0.6,N
47.87626,-103.12653,301,0.42,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,268.6,0.7,N
47.79065,-102.65911,304.1,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,271.6,1.1,N
47.79086,-102.68731,307.1,0.41,0.37,2019-12-04,0842,N20,VIIRS,n,2.0NRT,271.8,1.1,N
47.81765,-103.05659,296.6,0.42,0.38,2019-12-04,0842,N20,VIIRS,n,2.0NRT,269.2,0.6,N
